parents,hasNursery,Form,Children,Housing,Social,Health,Class,Finance
usual,proper,foster,2,critical,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,2,critical,problematic,recommended,priority,inconv
usual,proper,foster,2,critical,problematic,priority,priority,inconv
usual,proper,foster,2,critical,problematic,not_recom,not_recom,inconv
usual,proper,foster,3,convenient,nonprob,recommended,very_recom,convenient
usual,proper,foster,3,convenient,nonprob,priority,priority,convenient
usual,proper,foster,3,convenient,nonprob,not_recom,not_recom,convenient
usual,proper,foster,3,convenient,slightly_prob,recommended,very_recom,convenient
usual,proper,foster,3,convenient,slightly_prob,priority,priority,convenient
usual,proper,foster,3,convenient,slightly_prob,not_recom,not_recom,convenient
usual,proper,foster,3,convenient,problematic,recommended,priority,convenient
usual,proper,foster,3,convenient,problematic,priority,priority,convenient
usual,proper,foster,3,convenient,problematic,not_recom,not_recom,convenient
usual,proper,foster,3,convenient,nonprob,recommended,priority,inconv
usual,proper,foster,3,convenient,nonprob,priority,priority,inconv
usual,proper,foster,3,convenient,nonprob,not_recom,not_recom,inconv
usual,proper,foster,3,convenient,slightly_prob,recommended,priority,inconv
usual,proper,foster,3,convenient,slightly_prob,priority,priority,inconv
usual,proper,foster,3,convenient,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,3,convenient,problematic,recommended,priority,inconv
usual,proper,foster,3,convenient,problematic,priority,priority,inconv
usual,proper,foster,3,convenient,problematic,not_recom,not_recom,inconv
usual,proper,foster,3,less_conv,nonprob,recommended,priority,convenient
usual,proper,foster,3,less_conv,nonprob,priority,priority,convenient
usual,proper,foster,3,less_conv,nonprob,not_recom,not_recom,convenient
usual,proper,foster,3,less_conv,slightly_prob,recommended,priority,convenient
usual,proper,foster,3,less_conv,slightly_prob,priority,priority,convenient
usual,proper,foster,3,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,proper,foster,3,less_conv,problematic,recommended,priority,convenient
usual,proper,foster,3,less_conv,problematic,priority,priority,convenient
usual,proper,foster,3,less_conv,problematic,not_recom,not_recom,convenient
usual,proper,foster,3,less_conv,nonprob,recommended,priority,inconv
usual,proper,foster,3,less_conv,nonprob,priority,priority,inconv
usual,proper,foster,3,less_conv,nonprob,not_recom,not_recom,inconv
usual,proper,foster,3,less_conv,slightly_prob,recommended,priority,inconv
usual,proper,foster,3,less_conv,slightly_prob,priority,priority,inconv
usual,proper,foster,3,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,3,less_conv,problematic,recommended,priority,inconv
usual,proper,foster,3,less_conv,problematic,priority,priority,inconv
usual,proper,foster,3,less_conv,problematic,not_recom,not_recom,inconv
usual,proper,foster,3,critical,nonprob,recommended,priority,convenient
usual,proper,foster,3,critical,nonprob,priority,priority,convenient
usual,proper,foster,3,critical,nonprob,not_recom,not_recom,convenient
usual,proper,foster,3,critical,slightly_prob,recommended,priority,convenient
usual,proper,foster,3,critical,slightly_prob,priority,priority,convenient
usual,proper,foster,3,critical,slightly_prob,not_recom,not_recom,convenient
usual,proper,foster,3,critical,problematic,recommended,priority,convenient
usual,proper,foster,3,critical,problematic,priority,priority,convenient
usual,proper,foster,3,critical,problematic,not_recom,not_recom,convenient
usual,proper,foster,3,critical,nonprob,recommended,priority,inconv
usual,proper,foster,3,critical,nonprob,priority,priority,inconv
usual,proper,foster,3,critical,nonprob,not_recom,not_recom,inconv
usual,proper,foster,3,critical,slightly_prob,recommended,priority,inconv
usual,proper,foster,3,critical,slightly_prob,priority,priority,inconv
usual,proper,foster,3,critical,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,3,critical,problematic,recommended,priority,inconv
usual,proper,foster,3,critical,problematic,priority,priority,inconv
usual,proper,foster,3,critical,problematic,not_recom,not_recom,inconv
usual,proper,foster,more,convenient,nonprob,recommended,very_recom,convenient
usual,proper,foster,more,convenient,nonprob,priority,priority,convenient
usual,proper,foster,more,convenient,nonprob,not_recom,not_recom,convenient
usual,proper,foster,more,convenient,slightly_prob,recommended,very_recom,convenient
usual,proper,foster,more,convenient,slightly_prob,priority,priority,convenient
usual,proper,foster,more,convenient,slightly_prob,not_recom,not_recom,convenient
usual,proper,foster,more,convenient,problematic,recommended,priority,convenient
usual,proper,foster,more,convenient,problematic,priority,priority,convenient
usual,proper,foster,more,convenient,problematic,not_recom,not_recom,convenient
usual,proper,foster,more,convenient,nonprob,recommended,priority,inconv
usual,proper,foster,more,convenient,nonprob,priority,priority,inconv
usual,proper,foster,more,convenient,nonprob,not_recom,not_recom,inconv
usual,proper,foster,more,convenient,slightly_prob,recommended,priority,inconv
usual,proper,foster,more,convenient,slightly_prob,priority,priority,inconv
usual,proper,foster,more,convenient,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,more,convenient,problematic,recommended,priority,inconv
usual,proper,foster,more,convenient,problematic,priority,priority,inconv
usual,proper,foster,more,convenient,problematic,not_recom,not_recom,inconv
usual,proper,foster,more,less_conv,nonprob,recommended,priority,convenient
usual,proper,foster,more,less_conv,nonprob,priority,priority,convenient
usual,proper,foster,more,less_conv,nonprob,not_recom,not_recom,convenient
usual,proper,foster,more,less_conv,slightly_prob,recommended,priority,convenient
usual,proper,foster,more,less_conv,slightly_prob,priority,priority,convenient
usual,proper,foster,more,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,proper,foster,more,less_conv,problematic,recommended,priority,convenient
usual,proper,foster,more,less_conv,problematic,priority,priority,convenient
usual,proper,foster,more,less_conv,problematic,not_recom,not_recom,convenient
usual,proper,foster,more,less_conv,nonprob,recommended,priority,inconv
usual,proper,foster,more,less_conv,nonprob,priority,priority,inconv
usual,proper,foster,more,less_conv,nonprob,not_recom,not_recom,inconv
usual,proper,foster,more,less_conv,slightly_prob,recommended,priority,inconv
usual,proper,foster,more,less_conv,slightly_prob,priority,priority,inconv
usual,proper,foster,more,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,more,less_conv,problematic,recommended,priority,inconv
usual,proper,foster,more,less_conv,problematic,priority,priority,inconv
usual,proper,foster,more,less_conv,problematic,not_recom,not_recom,inconv
usual,proper,foster,more,critical,nonprob,recommended,priority,convenient
usual,proper,foster,more,critical,nonprob,priority,priority,convenient
usual,proper,foster,more,critical,nonprob,not_recom,not_recom,convenient
usual,proper,foster,more,critical,slightly_prob,recommended,priority,convenient
usual,proper,foster,more,critical,slightly_prob,priority,priority,convenient
usual,proper,foster,more,critical,slightly_prob,not_recom,not_recom,convenient
usual,proper,foster,more,critical,problematic,recommended,priority,convenient
usual,proper,foster,more,critical,problematic,priority,priority,convenient
usual,proper,foster,more,critical,problematic,not_recom,not_recom,convenient
usual,proper,foster,more,critical,nonprob,recommended,priority,inconv
usual,proper,foster,more,critical,nonprob,priority,priority,inconv
usual,proper,foster,more,critical,nonprob,not_recom,not_recom,inconv
usual,proper,foster,more,critical,slightly_prob,recommended,priority,inconv
usual,proper,foster,more,critical,slightly_prob,priority,priority,inconv
usual,proper,foster,more,critical,slightly_prob,not_recom,not_recom,inconv
usual,proper,foster,more,critical,problematic,recommended,priority,inconv
usual,proper,foster,more,critical,problematic,priority,priority,inconv
usual,proper,foster,more,critical,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,1,convenient,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,1,convenient,nonprob,priority,priority,convenient
usual,less_proper,complete,1,convenient,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,1,convenient,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,1,convenient,slightly_prob,priority,priority,convenient
usual,less_proper,complete,1,convenient,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,1,convenient,problematic,recommended,priority,convenient
usual,less_proper,complete,1,convenient,problematic,priority,priority,convenient
usual,less_proper,complete,1,convenient,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,1,convenient,nonprob,recommended,very_recom,inconv
usual,less_proper,complete,1,convenient,nonprob,priority,priority,inconv
usual,less_proper,complete,1,convenient,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,1,convenient,slightly_prob,recommended,very_recom,inconv
usual,less_proper,complete,1,convenient,slightly_prob,priority,priority,inconv
usual,less_proper,complete,1,convenient,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,1,convenient,problematic,recommended,priority,inconv
usual,less_proper,complete,1,convenient,problematic,priority,priority,inconv
usual,less_proper,complete,1,convenient,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,1,less_conv,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,1,less_conv,nonprob,priority,priority,convenient
usual,less_proper,complete,1,less_conv,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,1,less_conv,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,1,less_conv,slightly_prob,priority,priority,convenient
usual,less_proper,complete,1,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,1,less_conv,problematic,recommended,priority,convenient
usual,less_proper,complete,1,less_conv,problematic,priority,priority,convenient
usual,less_proper,complete,1,less_conv,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,1,less_conv,nonprob,recommended,very_recom,inconv
usual,less_proper,complete,1,less_conv,nonprob,priority,priority,inconv
usual,less_proper,complete,1,less_conv,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,1,less_conv,slightly_prob,recommended,very_recom,inconv
usual,less_proper,complete,1,less_conv,slightly_prob,priority,priority,inconv
usual,less_proper,complete,1,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,1,less_conv,problematic,recommended,priority,inconv
usual,less_proper,complete,1,less_conv,problematic,priority,priority,inconv
usual,less_proper,complete,1,less_conv,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,1,critical,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,1,critical,nonprob,priority,priority,convenient
usual,less_proper,complete,1,critical,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,1,critical,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,1,critical,slightly_prob,priority,priority,convenient
usual,less_proper,complete,1,critical,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,1,critical,problematic,recommended,priority,convenient
usual,less_proper,complete,1,critical,problematic,priority,priority,convenient
usual,less_proper,complete,1,critical,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,1,critical,nonprob,recommended,very_recom,inconv
usual,less_proper,complete,1,critical,nonprob,priority,priority,inconv
usual,less_proper,complete,1,critical,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,1,critical,slightly_prob,recommended,very_recom,inconv
usual,less_proper,complete,1,critical,slightly_prob,priority,priority,inconv
usual,less_proper,complete,1,critical,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,1,critical,problematic,recommended,priority,inconv
usual,less_proper,complete,1,critical,problematic,priority,priority,inconv
usual,less_proper,complete,1,critical,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,2,convenient,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,2,convenient,nonprob,priority,priority,convenient
usual,less_proper,complete,2,convenient,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,2,convenient,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,2,convenient,slightly_prob,priority,priority,convenient
usual,less_proper,complete,2,convenient,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,2,convenient,problematic,recommended,priority,convenient
usual,less_proper,complete,2,convenient,problematic,priority,priority,convenient
usual,less_proper,complete,2,convenient,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,2,convenient,nonprob,recommended,very_recom,inconv
usual,less_proper,complete,2,convenient,nonprob,priority,priority,inconv
usual,less_proper,complete,2,convenient,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,2,convenient,slightly_prob,recommended,very_recom,inconv
usual,less_proper,complete,2,convenient,slightly_prob,priority,priority,inconv
usual,less_proper,complete,2,convenient,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,2,convenient,problematic,recommended,priority,inconv
usual,less_proper,complete,2,convenient,problematic,priority,priority,inconv
usual,less_proper,complete,2,convenient,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,2,less_conv,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,2,less_conv,nonprob,priority,priority,convenient
usual,less_proper,complete,2,less_conv,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,2,less_conv,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,2,less_conv,slightly_prob,priority,priority,convenient
usual,less_proper,complete,2,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,2,less_conv,problematic,recommended,priority,convenient
usual,less_proper,complete,2,less_conv,problematic,priority,priority,convenient
usual,less_proper,complete,2,less_conv,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,2,less_conv,nonprob,recommended,very_recom,inconv
usual,less_proper,complete,2,less_conv,nonprob,priority,priority,inconv
usual,less_proper,complete,2,less_conv,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,2,less_conv,slightly_prob,recommended,very_recom,inconv
usual,less_proper,complete,2,less_conv,slightly_prob,priority,priority,inconv
usual,less_proper,complete,2,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,2,less_conv,problematic,recommended,priority,inconv
usual,less_proper,complete,2,less_conv,problematic,priority,priority,inconv
usual,less_proper,complete,2,less_conv,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,2,critical,nonprob,recommended,priority,convenient
usual,less_proper,complete,2,critical,nonprob,priority,priority,convenient
usual,less_proper,complete,2,critical,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,2,critical,slightly_prob,recommended,priority,convenient
usual,less_proper,complete,2,critical,slightly_prob,priority,priority,convenient
usual,less_proper,complete,2,critical,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,2,critical,problematic,recommended,priority,convenient
usual,less_proper,complete,2,critical,problematic,priority,priority,convenient
usual,less_proper,complete,2,critical,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,2,critical,nonprob,recommended,priority,inconv
usual,less_proper,complete,2,critical,nonprob,priority,priority,inconv
usual,less_proper,complete,2,critical,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,2,critical,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,2,critical,slightly_prob,priority,priority,inconv
usual,less_proper,complete,2,critical,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,2,critical,problematic,recommended,priority,inconv
usual,less_proper,complete,2,critical,problematic,priority,priority,inconv
usual,less_proper,complete,2,critical,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,3,convenient,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,3,convenient,nonprob,priority,priority,convenient
usual,less_proper,complete,3,convenient,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,3,convenient,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,3,convenient,slightly_prob,priority,priority,convenient
usual,less_proper,complete,3,convenient,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,3,convenient,problematic,recommended,priority,convenient
usual,less_proper,complete,3,convenient,problematic,priority,priority,convenient
usual,less_proper,complete,3,convenient,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,3,convenient,nonprob,recommended,priority,inconv
usual,less_proper,complete,3,convenient,nonprob,priority,priority,inconv
usual,less_proper,complete,3,convenient,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,3,convenient,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,3,convenient,slightly_prob,priority,priority,inconv
usual,less_proper,complete,3,convenient,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,3,convenient,problematic,recommended,priority,inconv
usual,less_proper,complete,3,convenient,problematic,priority,priority,inconv
usual,less_proper,complete,3,convenient,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,3,less_conv,nonprob,recommended,priority,convenient
usual,less_proper,complete,3,less_conv,nonprob,priority,priority,convenient
usual,less_proper,complete,3,less_conv,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,3,less_conv,slightly_prob,recommended,priority,convenient
usual,less_proper,complete,3,less_conv,slightly_prob,priority,priority,convenient
usual,less_proper,complete,3,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,3,less_conv,problematic,recommended,priority,convenient
usual,less_proper,complete,3,less_conv,problematic,priority,priority,convenient
usual,less_proper,complete,3,less_conv,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,3,less_conv,nonprob,recommended,priority,inconv
usual,less_proper,complete,3,less_conv,nonprob,priority,priority,inconv
usual,less_proper,complete,3,less_conv,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,3,less_conv,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,3,less_conv,slightly_prob,priority,priority,inconv
usual,less_proper,complete,3,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,3,less_conv,problematic,recommended,priority,inconv
usual,less_proper,complete,3,less_conv,problematic,priority,priority,inconv
usual,less_proper,complete,3,less_conv,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,3,critical,nonprob,recommended,priority,convenient
usual,less_proper,complete,3,critical,nonprob,priority,priority,convenient
usual,less_proper,complete,3,critical,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,3,critical,slightly_prob,recommended,priority,convenient
usual,less_proper,complete,3,critical,slightly_prob,priority,priority,convenient
usual,less_proper,complete,3,critical,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,3,critical,problematic,recommended,priority,convenient
usual,less_proper,complete,3,critical,problematic,priority,priority,convenient
usual,less_proper,complete,3,critical,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,3,critical,nonprob,recommended,priority,inconv
usual,less_proper,complete,3,critical,nonprob,priority,priority,inconv
usual,less_proper,complete,3,critical,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,3,critical,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,3,critical,slightly_prob,priority,priority,inconv
usual,less_proper,complete,3,critical,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,3,critical,problematic,recommended,priority,inconv
usual,less_proper,complete,3,critical,problematic,priority,priority,inconv
usual,less_proper,complete,3,critical,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,more,convenient,nonprob,recommended,very_recom,convenient
usual,less_proper,complete,more,convenient,nonprob,priority,priority,convenient
usual,less_proper,complete,more,convenient,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,more,convenient,slightly_prob,recommended,very_recom,convenient
usual,less_proper,complete,more,convenient,slightly_prob,priority,priority,convenient
usual,less_proper,complete,more,convenient,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,more,convenient,problematic,recommended,priority,convenient
usual,less_proper,complete,more,convenient,problematic,priority,priority,convenient
usual,less_proper,complete,more,convenient,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,more,convenient,nonprob,recommended,priority,inconv
usual,less_proper,complete,more,convenient,nonprob,priority,priority,inconv
usual,less_proper,complete,more,convenient,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,more,convenient,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,more,convenient,slightly_prob,priority,priority,inconv
usual,less_proper,complete,more,convenient,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,more,convenient,problematic,recommended,priority,inconv
usual,less_proper,complete,more,convenient,problematic,priority,priority,inconv
usual,less_proper,complete,more,convenient,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,more,less_conv,nonprob,recommended,priority,convenient
usual,less_proper,complete,more,less_conv,nonprob,priority,priority,convenient
usual,less_proper,complete,more,less_conv,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,more,less_conv,slightly_prob,recommended,priority,convenient
usual,less_proper,complete,more,less_conv,slightly_prob,priority,priority,convenient
usual,less_proper,complete,more,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,more,less_conv,problematic,recommended,priority,convenient
usual,less_proper,complete,more,less_conv,problematic,priority,priority,convenient
usual,less_proper,complete,more,less_conv,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,more,less_conv,nonprob,recommended,priority,inconv
usual,less_proper,complete,more,less_conv,nonprob,priority,priority,inconv
usual,less_proper,complete,more,less_conv,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,more,less_conv,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,more,less_conv,slightly_prob,priority,priority,inconv
usual,less_proper,complete,more,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,more,less_conv,problematic,recommended,priority,inconv
usual,less_proper,complete,more,less_conv,problematic,priority,priority,inconv
usual,less_proper,complete,more,less_conv,problematic,not_recom,not_recom,inconv
usual,less_proper,complete,more,critical,nonprob,recommended,priority,convenient
usual,less_proper,complete,more,critical,nonprob,priority,priority,convenient
usual,less_proper,complete,more,critical,nonprob,not_recom,not_recom,convenient
usual,less_proper,complete,more,critical,slightly_prob,recommended,priority,convenient
usual,less_proper,complete,more,critical,slightly_prob,priority,priority,convenient
usual,less_proper,complete,more,critical,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,complete,more,critical,problematic,recommended,priority,convenient
usual,less_proper,complete,more,critical,problematic,priority,priority,convenient
usual,less_proper,complete,more,critical,problematic,not_recom,not_recom,convenient
usual,less_proper,complete,more,critical,nonprob,recommended,priority,inconv
usual,less_proper,complete,more,critical,nonprob,priority,priority,inconv
usual,less_proper,complete,more,critical,nonprob,not_recom,not_recom,inconv
usual,less_proper,complete,more,critical,slightly_prob,recommended,priority,inconv
usual,less_proper,complete,more,critical,slightly_prob,priority,priority,inconv
usual,less_proper,complete,more,critical,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,complete,more,critical,problematic,recommended,priority,inconv
usual,less_proper,complete,more,critical,problematic,priority,priority,inconv
usual,less_proper,complete,more,critical,problematic,not_recom,not_recom,inconv
usual,less_proper,completed,1,convenient,nonprob,recommended,very_recom,convenient
usual,less_proper,completed,1,convenient,nonprob,priority,priority,convenient
usual,less_proper,completed,1,convenient,nonprob,not_recom,not_recom,convenient
usual,less_proper,completed,1,convenient,slightly_prob,recommended,very_recom,convenient
usual,less_proper,completed,1,convenient,slightly_prob,priority,priority,convenient
usual,less_proper,completed,1,convenient,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,completed,1,convenient,problematic,recommended,priority,convenient
usual,less_proper,completed,1,convenient,problematic,priority,priority,convenient
usual,less_proper,completed,1,convenient,problematic,not_recom,not_recom,convenient
usual,less_proper,completed,1,convenient,nonprob,recommended,very_recom,inconv
usual,less_proper,completed,1,convenient,nonprob,priority,priority,inconv
usual,less_proper,completed,1,convenient,nonprob,not_recom,not_recom,inconv
usual,less_proper,completed,1,convenient,slightly_prob,recommended,very_recom,inconv
usual,less_proper,completed,1,convenient,slightly_prob,priority,priority,inconv
usual,less_proper,completed,1,convenient,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,completed,1,convenient,problematic,recommended,priority,inconv
usual,less_proper,completed,1,convenient,problematic,priority,priority,inconv
usual,less_proper,completed,1,convenient,problematic,not_recom,not_recom,inconv
usual,less_proper,completed,1,less_conv,nonprob,recommended,very_recom,convenient
usual,less_proper,completed,1,less_conv,nonprob,priority,priority,convenient
usual,less_proper,completed,1,less_conv,nonprob,not_recom,not_recom,convenient
usual,less_proper,completed,1,less_conv,slightly_prob,recommended,very_recom,convenient
usual,less_proper,completed,1,less_conv,slightly_prob,priority,priority,convenient
usual,less_proper,completed,1,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,completed,1,less_conv,problematic,recommended,priority,convenient
usual,less_proper,completed,1,less_conv,problematic,priority,priority,convenient
usual,less_proper,completed,1,less_conv,problematic,not_recom,not_recom,convenient
usual,less_proper,completed,1,less_conv,nonprob,recommended,very_recom,inconv
usual,less_proper,completed,1,less_conv,nonprob,priority,priority,inconv
usual,less_proper,completed,1,less_conv,nonprob,not_recom,not_recom,inconv
usual,less_proper,completed,1,less_conv,slightly_prob,recommended,very_recom,inconv
usual,less_proper,completed,1,less_conv,slightly_prob,priority,priority,inconv
usual,less_proper,completed,1,less_conv,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,completed,1,less_conv,problematic,recommended,priority,inconv
usual,less_proper,completed,1,less_conv,problematic,priority,priority,inconv
usual,less_proper,completed,1,less_conv,problematic,not_recom,not_recom,inconv
usual,less_proper,completed,1,critical,nonprob,recommended,priority,convenient
usual,less_proper,completed,1,critical,nonprob,priority,priority,convenient
usual,less_proper,completed,1,critical,nonprob,not_recom,not_recom,convenient
usual,less_proper,completed,1,critical,slightly_prob,recommended,priority,convenient
usual,less_proper,completed,1,critical,slightly_prob,priority,priority,convenient
usual,less_proper,completed,1,critical,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,completed,1,critical,problematic,recommended,priority,convenient
usual,less_proper,completed,1,critical,problematic,priority,priority,convenient
usual,less_proper,completed,1,critical,problematic,not_recom,not_recom,convenient
usual,less_proper,completed,1,critical,nonprob,recommended,priority,inconv
usual,less_proper,completed,1,critical,nonprob,priority,priority,inconv
usual,less_proper,completed,1,critical,nonprob,not_recom,not_recom,inconv
usual,less_proper,completed,1,critical,slightly_prob,recommended,priority,inconv
usual,less_proper,completed,1,critical,slightly_prob,priority,priority,inconv
usual,less_proper,completed,1,critical,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,completed,1,critical,problematic,recommended,priority,inconv
usual,less_proper,completed,1,critical,problematic,priority,priority,inconv
usual,less_proper,completed,1,critical,problematic,not_recom,not_recom,inconv
usual,less_proper,completed,2,convenient,nonprob,recommended,very_recom,convenient
usual,less_proper,completed,2,convenient,nonprob,priority,priority,convenient
usual,less_proper,completed,2,convenient,nonprob,not_recom,not_recom,convenient
usual,less_proper,completed,2,convenient,slightly_prob,recommended,very_recom,convenient
usual,less_proper,completed,2,convenient,slightly_prob,priority,priority,convenient
usual,less_proper,completed,2,convenient,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,completed,2,convenient,problematic,recommended,priority,convenient
usual,less_proper,completed,2,convenient,problematic,priority,priority,convenient
usual,less_proper,completed,2,convenient,problematic,not_recom,not_recom,convenient
usual,less_proper,completed,2,convenient,nonprob,recommended,very_recom,inconv
usual,less_proper,completed,2,convenient,nonprob,priority,priority,inconv
usual,less_proper,completed,2,convenient,nonprob,not_recom,not_recom,inconv
usual,less_proper,completed,2,convenient,slightly_prob,recommended,very_recom,inconv
usual,less_proper,completed,2,convenient,slightly_prob,priority,priority,inconv
usual,less_proper,completed,2,convenient,slightly_prob,not_recom,not_recom,inconv
usual,less_proper,completed,2,convenient,problematic,recommended,priority,inconv
usual,less_proper,completed,2,convenient,problematic,priority,priority,inconv
usual,less_proper,completed,2,convenient,problematic,not_recom,not_recom,inconv
usual,less_proper,completed,2,less_conv,nonprob,recommended,very_recom,convenient
usual,less_proper,completed,2,less_conv,nonprob,priority,priority,convenient
usual,less_proper,completed,2,less_conv,nonprob,not_recom,not_recom,convenient
usual,less_proper,completed,2,less_conv,slightly_prob,recommended,very_recom,convenient
usual,less_proper,completed,2,less_conv,slightly_prob,priority,priority,convenient
usual,less_proper,completed,2,less_conv,slightly_prob,not_recom,not_recom,convenient
usual,less_proper,completed,2,less_conv,problematic,recommended,priority,convenient
usual,less_proper,completed,2,less_conv,problematic,priority,priority,convenient
usual,less_proper,completed,2,less_conv,problematic,not_recom,not_recom,convenient
usual,less_proper,completed,2,less_conv,nonprob,recommended,very_recom,inconv
usual,less_proper,completed,2,less_conv,nonprob,priority,priority,inconv
usual,less_proper,completed,2,less_conv,nonprob,not_recom,not_recom,inconv
usual,less_proper,completed,2,less_conv,slightly_prob,recommended,very_recom,inconv
usual,less_proper,completed,2,less_conv,slightly_prob,priority,priority,inconv
